location,date,population,HighestInfectionCount,PercentPopulationInfected
Cuba,6/13/2020,11326616,2238,0.02
Cuba,6/14/2020,11326616,2248,0.02
Cuba,6/15/2020,11326616,2262,0.02
Cuba,6/16/2020,11326616,2273,0.02
Cuba,6/17/2020,11326616,2280,0.02
Cuba,6/18/2020,11326616,2295,0.02
Cuba,6/19/2020,11326616,2305,0.02
Cuba,6/20/2020,11326616,2309,0.02
Cuba,6/21/2020,11326616,2312,0.02
Cuba,6/22/2020,11326616,2315,0.02
Cuba,6/23/2020,11326616,2318,0.02
Cuba,6/24/2020,11326616,2319,0.02
Cuba,6/25/2020,11326616,2321,0.02
Cuba,6/26/2020,11326616,2325,0.02
Cuba,6/27/2020,11326616,2330,0.02
Cuba,6/28/2020,11326616,2332,0.02
Cuba,6/29/2020,11326616,2340,0.02
Cuba,6/30/2020,11326616,2341,0.02
Cuba,7/1/2020,11326616,2348,0.02
Cuba,7/2/2020,11326616,2353,0.02
Cuba,7/3/2020,11326616,2361,0.02
Cuba,7/4/2020,11326616,2369,0.02
Cuba,7/5/2020,11326616,2372,0.02
Cuba,7/6/2020,11326616,2380,0.02
Cuba,7/7/2020,11326616,2395,0.02
Cuba,7/8/2020,11326616,2399,0.02
Cuba,7/9/2020,11326616,2403,0.02
Cuba,7/10/2020,11326616,2413,0.02
Cuba,7/11/2020,11326616,2420,0.02
Cuba,7/12/2020,11326616,2426,0.02
Cuba,7/13/2020,11326616,2428,0.02
Cuba,7/14/2020,11326616,2432,0.02
Cuba,7/15/2020,11326616,2438,0.02
Cuba,7/16/2020,11326616,2440,0.02
Cuba,7/17/2020,11326616,2444,0.02
Cuba,7/18/2020,11326616,2445,0.02
Cuba,7/19/2020,11326616,2446,0.02
Cuba,7/20/2020,11326616,2446,0.02
Cuba,7/21/2020,11326616,2449,0.02
Cuba,7/22/2020,11326616,2462,0.02
Cuba,7/23/2020,11326616,2466,0.02
Cuba,7/24/2020,11326616,2469,0.02
Cuba,7/25/2020,11326616,2478,0.02
Cuba,7/26/2020,11326616,2495,0.02
Cuba,7/27/2020,11326616,2532,0.02
Cuba,7/28/2020,11326616,2555,0.02
Cuba,7/29/2020,11326616,2588,0.02
Cuba,7/30/2020,11326616,2597,0.02
Cuba,7/31/2020,11326616,2608,0.02
Cuba,8/1/2020,11326616,2633,0.02
Cuba,8/2/2020,11326616,2646,0.02
Cuba,8/3/2020,11326616,2670,0.02
Cuba,8/4/2020,11326616,2701,0.02
Cuba,8/5/2020,11326616,2726,0.02
Cuba,8/6/2020,11326616,2775,0.02
Cuba,8/7/2020,11326616,2829,0.02
Cyprus,3/26/2020,888005,146,0.02
Cyprus,3/27/2020,888005,162,0.02
Cyprus,3/28/2020,888005,179,0.02
Cyprus,3/29/2020,888005,214,0.02
Czechia,3/25/2020,10708982,1654,0.02
Czechia,3/26/2020,10708982,1925,0.02
Czechia,3/27/2020,10708982,2279,0.02
Czechia,3/28/2020,10708982,2631,0.02
Democratic Republic of Congo,12/6/2020,89561404,13527,0.02
Democratic Republic of Congo,12/7/2020,89561404,13595,0.02
Democratic Republic of Congo,12/8/2020,89561404,13750,0.02
Democratic Republic of Congo,12/9/2020,89561404,13843,0.02
Democratic Republic of Congo,12/10/2020,89561404,13997,0.02
Democratic Republic of Congo,12/11/2020,89561404,14169,0.02
Democratic Republic of Congo,12/12/2020,89561404,14342,0.02
Democratic Republic of Congo,12/13/2020,89561404,14461,0.02
Democratic Republic of Congo,12/14/2020,89561404,14513,0.02
Democratic Republic of Congo,12/15/2020,89561404,14597,0.02
Democratic Republic of Congo,12/16/2020,89561404,14930,0.02
Democratic Republic of Congo,12/17/2020,89561404,15089,0.02
Democratic Republic of Congo,12/18/2020,89561404,15089,0.02
Democratic Republic of Congo,12/19/2020,89561404,15397,0.02
Democratic Republic of Congo,12/20/2020,89561404,15495,0.02
Democratic Republic of Congo,12/21/2020,89561404,15669,0.02
Democratic Republic of Congo,12/22/2020,89561404,15810,0.02
Democratic Republic of Congo,12/23/2020,89561404,16039,0.02
Democratic Republic of Congo,12/24/2020,89561404,16282,0.02
Democratic Republic of Congo,12/25/2020,89561404,16472,0.02
Democratic Republic of Congo,12/26/2020,89561404,16763,0.02
Democratic Republic of Congo,12/27/2020,89561404,16839,0.02
Democratic Republic of Congo,12/28/2020,89561404,16917,0.02
Democratic Republic of Congo,12/29/2020,89561404,17182,0.02
Democratic Republic of Congo,12/30/2020,89561404,17376,0.02
Democratic Republic of Congo,12/31/2020,89561404,17658,0.02
Democratic Republic of Congo,1/1/2021,89561404,17849,0.02
Democratic Republic of Congo,1/2/2021,89561404,17998,0.02
Democratic Republic of Congo,1/3/2021,89561404,18102,0.02
Democratic Republic of Congo,1/4/2021,89561404,18153,0.02
Democratic Republic of Congo,1/5/2021,89561404,18248,0.02
Democratic Republic of Congo,1/6/2021,89561404,18487,0.02
Democratic Republic of Congo,1/7/2021,89561404,18738,0.02
Democratic Republic of Congo,1/8/2021,89561404,18969,0.02
Democratic Republic of Congo,1/9/2021,89561404,19159,0.02
Democratic Republic of Congo,1/10/2021,89561404,19436,0.02
Democratic Republic of Congo,1/11/2021,89561404,19496,0.02
Democratic Republic of Congo,1/12/2021,89561404,19707,0.02
Democratic Republic of Congo,1/13/2021,89561404,20003,0.02
Democratic Republic of Congo,1/14/2021,89561404,20479,0.02
Democratic Republic of Congo,1/15/2021,89561404,20556,0.02
Democratic Republic of Congo,1/16/2021,89561404,20693,0.02
Democratic Republic of Congo,1/17/2021,89561404,20908,0.02
Democratic Republic of Congo,1/18/2021,89561404,21060,0.02
Democratic Republic of Congo,1/19/2021,89561404,21140,0.02
Democratic Republic of Congo,1/20/2021,89561404,21302,0.02
Democratic Republic of Congo,1/21/2021,89561404,21398,0.02
Democratic Republic of Congo,1/22/2021,89561404,21597,0.02
Democratic Republic of Congo,1/23/2021,89561404,21713,0.02
Democratic Republic of Congo,1/24/2021,89561404,21869,0.02
Democratic Republic of Congo,1/25/2021,89561404,21954,0.02
Democratic Republic of Congo,1/26/2021,89561404,22048,0.02
Democratic Republic of Congo,1/27/2021,89561404,22178,0.02
Democratic Republic of Congo,1/28/2021,89561404,22322,0.02
Denmark,3/15/2020,5792203,875,0.02
Denmark,3/16/2020,5792203,933,0.02
Denmark,3/17/2020,5792203,1025,0.02
Denmark,3/18/2020,5792203,1116,0.02
Denmark,3/19/2020,5792203,1225,0.02
Denmark,3/20/2020,5792203,1337,0.02
Denmark,3/21/2020,5792203,1420,0.02
Comoros,5/22/2020,869595,78,0.01
Comoros,5/23/2020,869595,78,0.01
Comoros,5/24/2020,869595,87,0.01
Comoros,5/25/2020,869595,87,0.01
Comoros,5/26/2020,869595,87,0.01
Comoros,5/27/2020,869595,87,0.01
Comoros,5/28/2020,869595,87,0.01
Comoros,5/29/2020,869595,87,0.01
Comoros,5/30/2020,869595,106,0.01
Comoros,5/31/2020,869595,106,0.01
Comoros,6/1/2020,869595,106,0.01
Congo,5/11/2020,5518092,333,0.01
Congo,5/12/2020,5518092,333,0.01
Congo,5/13/2020,5518092,333,0.01
Congo,5/14/2020,5518092,391,0.01
Congo,5/15/2020,5518092,391,0.01
Congo,5/16/2020,5518092,391,0.01
Congo,5/17/2020,5518092,391,0.01
Congo,5/18/2020,5518092,412,0.01
Congo,5/19/2020,5518092,420,0.01
Congo,5/20/2020,5518092,420,0.01
Congo,5/21/2020,5518092,469,0.01
Congo,5/22/2020,5518092,469,0.01
Congo,5/23/2020,5518092,487,0.01
Congo,5/24/2020,5518092,487,0.01
Congo,5/25/2020,5518092,487,0.01
Congo,5/26/2020,5518092,487,0.01
Congo,5/27/2020,5518092,571,0.01
Congo,5/28/2020,5518092,571,0.01
Congo,5/29/2020,5518092,571,0.01
Congo,5/30/2020,5518092,571,0.01
Congo,5/31/2020,5518092,611,0.01
Congo,6/1/2020,5518092,611,0.01
Congo,6/2/2020,5518092,611,0.01
Congo,6/3/2020,5518092,611,0.01
Congo,6/4/2020,5518092,611,0.01
Congo,6/5/2020,5518092,635,0.01
Congo,6/6/2020,5518092,683,0.01
Congo,6/7/2020,5518092,683,0.01
Congo,6/8/2020,5518092,683,0.01
Congo,6/9/2020,5518092,728,0.01
Congo,6/10/2020,5518092,728,0.01
Congo,6/11/2020,5518092,728,0.01
Congo,6/12/2020,5518092,728,0.01
Congo,6/13/2020,5518092,728,0.01
Congo,6/14/2020,5518092,728,0.01
Costa Rica,3/27/2020,5094114,263,0.01
Costa Rica,3/28/2020,5094114,295,0.01
Costa Rica,3/29/2020,5094114,314,0.01
Costa Rica,3/30/2020,5094114,330,0.01
Costa Rica,3/31/2020,5094114,347,0.01
Costa Rica,4/1/2020,5094114,375,0.01
Costa Rica,4/2/2020,5094114,396,0.01
Costa Rica,4/3/2020,5094114,416,0.01
Costa Rica,4/4/2020,5094114,435,0.01
Costa Rica,4/5/2020,5094114,454,0.01
Costa Rica,4/6/2020,5094114,467,0.01
Costa Rica,4/7/2020,5094114,483,0.01
Costa Rica,4/8/2020,5094114,502,0.01
Costa Rica,4/9/2020,5094114,539,0.01
Costa Rica,4/10/2020,5094114,558,0.01
Costa Rica,4/11/2020,5094114,577,0.01
Costa Rica,4/12/2020,5094114,595,0.01
Costa Rica,4/13/2020,5094114,612,0.01
Costa Rica,4/14/2020,5094114,618,0.01
Costa Rica,4/15/2020,5094114,626,0.01
Costa Rica,4/16/2020,5094114,642,0.01
Costa Rica,4/17/2020,5094114,649,0.01
Costa Rica,4/18/2020,5094114,655,0.01
Costa Rica,4/19/2020,5094114,660,0.01
Costa Rica,4/20/2020,5094114,662,0.01
Costa Rica,4/21/2020,5094114,669,0.01
Costa Rica,4/22/2020,5094114,681,0.01
Costa Rica,4/23/2020,5094114,686,0.01
Costa Rica,4/24/2020,5094114,687,0.01
Costa Rica,4/25/2020,5094114,693,0.01
Costa Rica,4/26/2020,5094114,695,0.01
Costa Rica,4/27/2020,5094114,697,0.01
Costa Rica,4/28/2020,5094114,705,0.01
Costa Rica,4/29/2020,5094114,713,0.01
Costa Rica,4/30/2020,5094114,719,0.01
Costa Rica,5/1/2020,5094114,725,0.01
Costa Rica,5/2/2020,5094114,733,0.01
Costa Rica,5/3/2020,5094114,739,0.01
Costa Rica,5/4/2020,5094114,742,0.01
Costa Rica,5/5/2020,5094114,755,0.01
Costa Rica,5/6/2020,5094114,761,0.01
Cote d'Ivoire,5/1/2020,26378275,1333,0.01
Cote d'Ivoire,5/2/2020,26378275,1362,0.01
Cote d'Ivoire,5/3/2020,26378275,1398,0.01
Cote d'Ivoire,5/4/2020,26378275,1432,0.01
Cote d'Ivoire,5/5/2020,26378275,1464,0.01
Cote d'Ivoire,5/6/2020,26378275,1516,0.01
Cote d'Ivoire,5/7/2020,26378275,1571,0.01
Cote d'Ivoire,5/8/2020,26378275,1602,0.01
Cote d'Ivoire,5/9/2020,26378275,1667,0.01
Cote d'Ivoire,5/10/2020,26378275,1700,0.01
Cote d'Ivoire,5/11/2020,26378275,1730,0.01
Cote d'Ivoire,5/12/2020,26378275,1857,0.01
Cote d'Ivoire,5/13/2020,26378275,1912,0.01
Cote d'Ivoire,5/14/2020,26378275,1971,0.01
Cote d'Ivoire,5/15/2020,26378275,2017,0.01
Cote d'Ivoire,5/16/2020,26378275,2061,0.01
Cote d'Ivoire,5/17/2020,26378275,2109,0.01
Cote d'Ivoire,5/18/2020,26378275,2119,0.01
Cote d'Ivoire,5/19/2020,26378275,2153,0.01
Cote d'Ivoire,5/20/2020,26378275,2231,0.01
Cote d'Ivoire,5/21/2020,26378275,2301,0.01
Cote d'Ivoire,5/22/2020,26378275,2341,0.01
Cote d'Ivoire,5/23/2020,26378275,2366,0.01
Cote d'Ivoire,5/24/2020,26378275,2376,0.01
Cote d'Ivoire,5/25/2020,26378275,2423,0.01
Cote d'Ivoire,5/26/2020,26378275,2477,0.01
Cote d'Ivoire,5/27/2020,26378275,2556,0.01
Cote d'Ivoire,5/28/2020,26378275,2641,0.01
Cote d'Ivoire,5/29/2020,26378275,2750,0.01
Cote d'Ivoire,5/30/2020,26378275,2799,0.01
Cote d'Ivoire,5/31/2020,26378275,2833,0.01
Cote d'Ivoire,6/1/2020,26378275,2951,0.01
Cote d'Ivoire,6/2/2020,26378275,3024,0.01
Cote d'Ivoire,6/3/2020,26378275,3110,0.01
Cote d'Ivoire,6/4/2020,26378275,3262,0.01
Cote d'Ivoire,6/5/2020,26378275,3431,0.01
Cote d'Ivoire,6/6/2020,26378275,3557,0.01
Cote d'Ivoire,6/7/2020,26378275,3739,0.01
Cote d'Ivoire,6/8/2020,26378275,3881,0.01
Croatia,3/21/2020,4105268,206,0.01
Croatia,3/22/2020,4105268,254,0.01
Croatia,3/23/2020,4105268,315,0.01
Croatia,3/24/2020,4105268,382,0.01
Croatia,3/25/2020,4105268,442,0.01
Croatia,3/26/2020,4105268,495,0.01
Croatia,3/27/2020,4105268,586,0.01
Cuba,4/11/2020,11326616,620,0.01
Cuba,4/12/2020,11326616,669,0.01
Cuba,4/13/2020,11326616,726,0.01
Cuba,4/14/2020,11326616,766,0.01
Cuba,4/15/2020,11326616,814,0.01
Cuba,4/16/2020,11326616,862,0.01
Cuba,4/17/2020,11326616,923,0.01
Cuba,4/18/2020,11326616,986,0.01
Cuba,4/19/2020,11326616,1035,0.01
Cuba,4/20/2020,11326616,1087,0.01
Cuba,4/21/2020,11326616,1137,0.01
Cuba,4/22/2020,11326616,1189,0.01
Cuba,4/23/2020,11326616,1235,0.01
Cuba,4/24/2020,11326616,1285,0.01
Cuba,4/25/2020,11326616,1337,0.01
Cuba,4/26/2020,11326616,1369,0.01
Cuba,4/27/2020,11326616,1389,0.01
Cuba,4/28/2020,11326616,1437,0.01
Cuba,4/29/2020,11326616,1467,0.01
Cuba,4/30/2020,11326616,1501,0.01
Cuba,5/1/2020,11326616,1537,0.01
Cuba,5/2/2020,11326616,1611,0.01
Cuba,5/3/2020,11326616,1649,0.01
Cuba,5/4/2020,11326616,1668,0.01
Cuba,5/5/2020,11326616,1685,0.01
Cyprus,3/17/2020,888005,46,0.01
Cyprus,3/18/2020,888005,49,0.01
Cyprus,3/19/2020,888005,67,0.01
Cyprus,3/20/2020,888005,67,0.01
Cyprus,3/21/2020,888005,84,0.01
Cyprus,3/22/2020,888005,95,0.01
Cyprus,3/23/2020,888005,116,0.01
Cyprus,3/24/2020,888005,124,0.01
Cyprus,3/25/2020,888005,132,0.01
Czechia,3/19/2020,10708982,694,0.01
Czechia,3/20/2020,10708982,833,0.01
Czechia,3/21/2020,10708982,995,0.01
Czechia,3/22/2020,10708982,1120,0.01
Czechia,3/23/2020,10708982,1236,0.01
Czechia,3/24/2020,10708982,1394,0.01
Democratic Republic of Congo,6/11/2020,89561404,4515,0.01
Democratic Republic of Congo,6/12/2020,89561404,4637,0.01
Democratic Republic of Congo,6/13/2020,89561404,4724,0.01
Democratic Republic of Congo,6/14/2020,89561404,4778,0.01
Democratic Republic of Congo,6/15/2020,89561404,4837,0.01
Democratic Republic of Congo,6/16/2020,89561404,4974,0.01
Democratic Republic of Congo,6/17/2020,89561404,5100,0.01
Democratic Republic of Congo,6/18/2020,89561404,5283,0.01
Democratic Republic of Congo,6/19/2020,89561404,5477,0.01
Democratic Republic of Congo,6/20/2020,89561404,5672,0.01
Democratic Republic of Congo,6/21/2020,89561404,5826,0.01
Democratic Republic of Congo,6/22/2020,89561404,5924,0.01
Democratic Republic of Congo,6/23/2020,89561404,6027,0.01
Democratic Republic of Congo,6/24/2020,89561404,6213,0.01
Democratic Republic of Congo,6/25/2020,89561404,6411,0.01
Democratic Republic of Congo,6/26/2020,89561404,6552,0.01
Democratic Republic of Congo,6/27/2020,89561404,6690,0.01
Democratic Republic of Congo,6/28/2020,89561404,6827,0.01
Democratic Republic of Congo,6/29/2020,89561404,6939,0.01
Democratic Republic of Congo,6/30/2020,89561404,7039,0.01
Democratic Republic of Congo,7/1/2020,89561404,7122,0.01
Democratic Republic of Congo,7/2/2020,89561404,7189,0.01
Democratic Republic of Congo,7/3/2020,89561404,7311,0.01
Democratic Republic of Congo,7/4/2020,89561404,7379,0.01
Democratic Republic of Congo,7/5/2020,89561404,7411,0.01
Democratic Republic of Congo,7/6/2020,89561404,7432,0.01
Democratic Republic of Congo,7/7/2020,89561404,7432,0.01
Democratic Republic of Congo,7/8/2020,89561404,7432,0.01
Democratic Republic of Congo,7/9/2020,89561404,7846,0.01
Democratic Republic of Congo,7/10/2020,89561404,7905,0.01
Democratic Republic of Congo,7/11/2020,89561404,7971,0.01
Democratic Republic of Congo,7/12/2020,89561404,8033,0.01
Democratic Republic of Congo,7/13/2020,89561404,8075,0.01
Democratic Republic of Congo,7/14/2020,89561404,8135,0.01
Democratic Republic of Congo,7/15/2020,89561404,8163,0.01
Democratic Republic of Congo,7/16/2020,89561404,8199,0.01
Democratic Republic of Congo,7/17/2020,89561404,8249,0.01
Democratic Republic of Congo,7/18/2020,89561404,8324,0.01
Democratic Republic of Congo,7/19/2020,89561404,8403,0.01
Democratic Republic of Congo,7/20/2020,89561404,8443,0.01
Democratic Republic of Congo,7/21/2020,89561404,8534,0.01
Democratic Republic of Congo,7/22/2020,89561404,8626,0.01
Democratic Republic of Congo,7/23/2020,89561404,8720,0.01
Democratic Republic of Congo,7/24/2020,89561404,8767,0.01
Democratic Republic of Congo,7/25/2020,89561404,8801,0.01
Democratic Republic of Congo,7/26/2020,89561404,8831,0.01
Democratic Republic of Congo,7/27/2020,89561404,8844,0.01
Democratic Republic of Congo,7/28/2020,89561404,8873,0.01
Democratic Republic of Congo,7/29/2020,89561404,8931,0.01
Democratic Republic of Congo,7/30/2020,89561404,9010,0.01
Democratic Republic of Congo,7/31/2020,89561404,9070,0.01
Democratic Republic of Congo,8/1/2020,89561404,9084,0.01
Democratic Republic of Congo,8/2/2020,89561404,9115,0.01
Democratic Republic of Congo,8/3/2020,89561404,9133,0.01
Democratic Republic of Congo,8/4/2020,89561404,9178,0.01
Democratic Republic of Congo,8/5/2020,89561404,9253,0.01
Democratic Republic of Congo,8/6/2020,89561404,9309,0.01
Democratic Republic of Congo,8/7/2020,89561404,9355,0.01
Democratic Republic of Congo,8/8/2020,89561404,9436,0.01
Democratic Republic of Congo,8/9/2020,89561404,9454,0.01
Democratic Republic of Congo,8/10/2020,89561404,9489,0.01
Democratic Republic of Congo,8/11/2020,89561404,9499,0.01
Democratic Republic of Congo,8/12/2020,89561404,9538,0.01
Democratic Republic of Congo,8/13/2020,89561404,9589,0.01
Democratic Republic of Congo,8/14/2020,89561404,9605,0.01
Democratic Republic of Congo,8/15/2020,89561404,9638,0.01
Democratic Republic of Congo,8/16/2020,89561404,9676,0.01
Democratic Republic of Congo,8/17/2020,89561404,9706,0.01
Democratic Republic of Congo,8/18/2020,89561404,9721,0.01
Democratic Republic of Congo,8/19/2020,89561404,9741,0.01
Democratic Republic of Congo,8/20/2020,89561404,9757,0.01
Democratic Republic of Congo,8/21/2020,89561404,9802,0.01
Democratic Republic of Congo,8/22/2020,89561404,9811,0.01
Democratic Republic of Congo,8/23/2020,89561404,9830,0.01
Democratic Republic of Congo,8/24/2020,89561404,9842,0.01
Democratic Republic of Congo,8/25/2020,89561404,9891,0.01
Democratic Republic of Congo,8/26/2020,89561404,9912,0.01
Democratic Republic of Congo,8/27/2020,89561404,9915,0.01
Democratic Republic of Congo,8/28/2020,89561404,9994,0.01
Democratic Republic of Congo,8/29/2020,89561404,10007,0.01
Democratic Republic of Congo,8/30/2020,89561404,10045,0.01
Democratic Republic of Congo,8/31/2020,89561404,10097,0.01
Democratic Republic of Congo,9/1/2020,89561404,10104,0.01
Democratic Republic of Congo,9/2/2020,89561404,10114,0.01
Democratic Republic of Congo,9/3/2020,89561404,10125,0.01
Democratic Republic of Congo,9/4/2020,89561404,10149,0.01
Democratic Republic of Congo,9/5/2020,89561404,10178,0.01
Democratic Republic of Congo,9/6/2020,89561404,10210,0.01
Democratic Republic of Congo,9/7/2020,89561404,10233,0.01
Democratic Republic of Congo,9/8/2020,89561404,10292,0.01
Democratic Republic of Congo,9/9/2020,89561404,10324,0.01
Democratic Republic of Congo,9/10/2020,89561404,10343,0.01
Democratic Republic of Congo,9/11/2020,89561404,10361,0.01
Democratic Republic of Congo,9/12/2020,89561404,10385,0.01
Democratic Republic of Congo,9/13/2020,89561404,10390,0.01
Democratic Republic of Congo,9/14/2020,89561404,10390,0.01
Democratic Republic of Congo,9/15/2020,89561404,10401,0.01
Democratic Republic of Congo,9/16/2020,89561404,10414,0.01
Democratic Republic of Congo,9/17/2020,89561404,10442,0.01
Democratic Republic of Congo,9/18/2020,89561404,10456,0.01
Democratic Republic of Congo,9/19/2020,89561404,10488,0.01
Democratic Republic of Congo,9/20/2020,89561404,10515,0.01
Democratic Republic of Congo,9/21/2020,89561404,10519,0.01
Democratic Republic of Congo,9/22/2020,89561404,10523,0.01
Democratic Republic of Congo,9/23/2020,89561404,10537,0.01
Democratic Republic of Congo,9/24/2020,89561404,10555,0.01
Democratic Republic of Congo,9/25/2020,89561404,10578,0.01
Democratic Republic of Congo,9/26/2020,89561404,10593,0.01
Democratic Republic of Congo,9/27/2020,89561404,10612,0.01
Democratic Republic of Congo,9/28/2020,89561404,10624,0.01
Democratic Republic of Congo,9/29/2020,89561404,10631,0.01
Democratic Republic of Congo,9/30/2020,89561404,10659,0.01
Democratic Republic of Congo,10/1/2020,89561404,10685,0.01
Democratic Republic of Congo,10/2/2020,89561404,10729,0.01
Democratic Republic of Congo,10/3/2020,89561404,10752,0.01
Democratic Republic of Congo,10/4/2020,89561404,10760,0.01
Democratic Republic of Congo,10/5/2020,89561404,10778,0.01
Democratic Republic of Congo,10/6/2020,89561404,10789,0.01
Democratic Republic of Congo,10/7/2020,89561404,10804,0.01
Democratic Republic of Congo,10/8/2020,89561404,10822,0.01
Democratic Republic of Congo,10/9/2020,89561404,10835,0.01
Democratic Republic of Congo,10/10/2020,89561404,10841,0.01
Democratic Republic of Congo,10/11/2020,89561404,10851,0.01
Democratic Republic of Congo,10/12/2020,89561404,10868,0.01
Democratic Republic of Congo,10/13/2020,89561404,10872,0.01
Democratic Republic of Congo,10/14/2020,89561404,10935,0.01
Democratic Republic of Congo,10/15/2020,89561404,10935,0.01
Democratic Republic of Congo,10/16/2020,89561404,10999,0.01
Democratic Republic of Congo,10/17/2020,89561404,11000,0.01
Democratic Republic of Congo,10/18/2020,89561404,11006,0.01
Democratic Republic of Congo,10/19/2020,89561404,11052,0.01
Democratic Republic of Congo,10/20/2020,89561404,11066,0.01
Democratic Republic of Congo,10/21/2020,89561404,11066,0.01
Democratic Republic of Congo,10/22/2020,89561404,11097,0.01
Democratic Republic of Congo,10/23/2020,89561404,11122,0.01
Democratic Republic of Congo,10/24/2020,89561404,11143,0.01
Democratic Republic of Congo,10/25/2020,89561404,11143,0.01
Democratic Republic of Congo,10/26/2020,89561404,11174,0.01
Democratic Republic of Congo,10/27/2020,89561404,11191,0.01
Democratic Republic of Congo,10/28/2020,89561404,11211,0.01
Democratic Republic of Congo,10/29/2020,89561404,11211,0.01
Democratic Republic of Congo,10/30/2020,89561404,11306,0.01
Democratic Republic of Congo,10/31/2020,89561404,11306,0.01
Democratic Republic of Congo,11/1/2020,89561404,11373,0.01
Democratic Republic of Congo,11/2/2020,89561404,11395,0.01
Democratic Republic of Congo,11/3/2020,89561404,11427,0.01
Democratic Republic of Congo,11/4/2020,89561404,11450,0.01
Democratic Republic of Congo,11/5/2020,89561404,11450,0.01
Democratic Republic of Congo,11/6/2020,89561404,11517,0.01
Democratic Republic of Congo,11/7/2020,89561404,11550,0.01
Democratic Republic of Congo,11/8/2020,89561404,11591,0.01
Democratic Republic of Congo,11/9/2020,89561404,11608,0.01
Democratic Republic of Congo,11/10/2020,89561404,11642,0.01
Democratic Republic of Congo,11/11/2020,89561404,11656,0.01
Democratic Republic of Congo,11/12/2020,89561404,11692,0.01
Democratic Republic of Congo,11/13/2020,89561404,11692,0.01
Democratic Republic of Congo,11/14/2020,89561404,11760,0.01
Democratic Republic of Congo,11/15/2020,89561404,11760,0.01
Democratic Republic of Congo,11/16/2020,89561404,11839,0.01
Democratic Republic of Congo,11/17/2020,89561404,11866,0.01
Democratic Republic of Congo,11/18/2020,89561404,11918,0.01
Democratic Republic of Congo,11/19/2020,89561404,12008,0.01
Democratic Republic of Congo,11/20/2020,89561404,12129,0.01
Democratic Republic of Congo,11/21/2020,89561404,12180,0.01
Democratic Republic of Congo,11/22/2020,89561404,12180,0.01
Democratic Republic of Congo,11/23/2020,89561404,12278,0.01
Democratic Republic of Congo,11/24/2020,89561404,12310,0.01
Democratic Republic of Congo,11/25/2020,89561404,12365,0.01
Democratic Republic of Congo,11/26/2020,89561404,12470,0.01
Democratic Republic of Congo,11/27/2020,89561404,12470,0.01
Democratic Republic of Congo,11/28/2020,89561404,12608,0.01
Democratic Republic of Congo,11/29/2020,89561404,12702,0.01
Democratic Republic of Congo,11/30/2020,89561404,12772,0.01
Democratic Republic of Congo,12/1/2020,89561404,12859,0.01
Democratic Republic of Congo,12/2/2020,89561404,12987,0.01
Democratic Republic of Congo,12/3/2020,89561404,13132,0.01
Democratic Republic of Congo,12/4/2020,89561404,13281,0.01
Democratic Republic of Congo,12/5/2020,89561404,13413,0.01
Denmark,3/11/2020,5792203,444,0.01
Denmark,3/12/2020,5792203,617,0.01
Denmark,3/13/2020,5792203,804,0.01
Denmark,3/14/2020,5792203,836,0.01
Djibouti,4/4/2020,988002,50,0.01
Djibouti,4/5/2020,988002,59,0.01
Djibouti,4/6/2020,988002,90,0.01
Djibouti,4/7/2020,988002,90,0.01
Djibouti,4/8/2020,988002,135,0.01
Djibouti,4/9/2020,988002,135,0.01
Dominica,3/25/2020,71991,7,0.01
Dominican Republic,3/27/2020,10847904,581,0.01
Dominican Republic,3/28/2020,10847904,719,0.01
Dominican Republic,3/29/2020,10847904,859,0.01
Dominican Republic,3/30/2020,10847904,901,0.01
Dominican Republic,3/31/2020,10847904,1109,0.01
Dominican Republic,4/1/2020,10847904,1284,0.01
Dominican Republic,4/2/2020,10847904,1380,0.01
Dominican Republic,4/3/2020,10847904,1488,0.01
Dominican Republic,4/4/2020,10847904,1488,0.01
Ecuador,3/23/2020,17643060,981,0.01
Ecuador,3/24/2020,17643060,1082,0.01
Ecuador,3/25/2020,17643060,1173,0.01
Ecuador,3/26/2020,17643060,1403,0.01
Ecuador,3/27/2020,17643060,1595,0.01
Ecuador,3/28/2020,17643060,1823,0.01
Ecuador,3/29/2020,17643060,1924,0.01
Ecuador,3/30/2020,17643060,1962,0.01
Ecuador,3/31/2020,17643060,2240,0.01
Egypt,4/29/2020,102334403,5268,0.01
Egypt,4/30/2020,102334403,5537,0.01
Egypt,5/1/2020,102334403,5895,0.01
Egypt,5/2/2020,102334403,6193,0.01
Egypt,5/3/2020,102334403,6465,0.01
Egypt,5/4/2020,102334403,6813,0.01
Egypt,5/5/2020,102334403,7201,0.01
Egypt,5/6/2020,102334403,7588,0.01
Egypt,5/7/2020,102334403,7981,0.01
Egypt,5/8/2020,102334403,8476,0.01
Egypt,5/9/2020,102334403,8964,0.01
Egypt,5/10/2020,102334403,9400,0.01
Egypt,5/11/2020,102334403,9746,0.01
Egypt,5/12/2020,102334403,10093,0.01
Egypt,5/13/2020,102334403,10431,0.01
Egypt,5/14/2020,102334403,10829,0.01
Egypt,5/15/2020,102334403,11228,0.01
Egypt,5/16/2020,102334403,11719,0.01
Egypt,5/17/2020,102334403,12229,0.01
Egypt,5/18/2020,102334403,12764,0.01
Egypt,5/19/2020,102334403,13484,0.01
Egypt,5/20/2020,102334403,14229,0.01
Egypt,5/21/2020,102334403,15003,0.01
El Salvador,4/28/2020,6486201,345,0.01
